Zeit (in s); x (in cm) ; y (in cm); vx (in cm/s) ; vy (in cm/s)
2.210E1; 1.247E-1; -1.688E-1; 5.877E0; -7.388E-2
2.214E1; 3.111E-1; -1.636E-1; 5.325E0; 1.482E-1
2.217E1; 4.993E-1; -1.677E-1; 5.646E0; -1.236E-1
2.220E1; 6.692E-1; -1.786E-1; 5.098E0; -3.275E-1
2.224E1; 8.483E-1; -1.709E-1; 5.371E0; 2.322E-1
2.227E1; 1.014E0; -1.711E-1; 4.964E0; -8.049E-3
2.230E1; 1.140E0; -1.728E-1; 3.792E0; -4.937E-2
2.234E1; 1.264E0; -1.710E-1; 3.724E0; 5.360E-2
2.237E1; 1.371E0; -1.600E-1; 3.197E0; 3.302E-1
2.240E1; 1.451E0; -1.545E-1; 2.414E0; 1.662E-1
2.244E1; 1.529E0; -1.484E-1; 2.333E0; 1.817E-1
2.247E1; 1.578E0; -1.586E-1; 1.456E0; -3.053E-1
2.250E1; 1.608E0; -1.486E-1; 9.152E-1; 3.003E-1
2.254E1; 1.608E0; -1.387E-1; -4.969E-3; 2.951E-1
2.257E1; 1.580E0; -1.554E-1; -8.362E-1; -5.002E-1
2.260E1; 1.539E0; -1.464E-1; -1.237E0; 2.704E-1
2.264E1; 1.475E0; -1.441E-1; -1.923E0; 6.898E-2
2.267E1; 1.386E0; -1.480E-1; -2.658E0; -1.182E-1
2.270E1; 1.291E0; -1.465E-1; -2.862E0; 4.546E-2
2.274E1; 1.165E0; -1.501E-1; -3.779E0; -1.080E-1
2.277E1; 1.042E0; -1.487E-1; -3.698E0; 4.312E-2
2.280E1; 8.811E-1; -1.636E-1; -4.812E0; -4.464E-1
2.284E1; 7.226E-1; -1.741E-1; -4.754E0; -3.156E-1
2.287E1; 5.520E-1; -1.606E-1; -5.120E0; 4.054E-1
2.290E1; 3.777E-1; -1.441E-1; -5.227E0; 4.948E-1
2.294E1; 1.911E-1; -1.688E-1; -5.600E0; -7.428E-1
2.297E1; 3.888E-2; -1.632E-1; -4.565E0; 1.696E-1
2.300E1; -1.286E-1; -1.722E-1; -5.026E0; -2.703E-1
2.304E1; -2.881E-1; -1.841E-1; -4.783E0; -3.579E-1
2.307E1; -4.659E-1; -1.765E-1; -5.335E0; 2.271E-1
2.310E1; -6.449E-1; -1.764E-1; -5.371E0; 3.597E-3
2.314E1; -8.104E-1; -1.828E-1; -4.964E0; -1.905E-1
2.317E1; -9.824E-1; -1.806E-1; -5.160E0; 6.412E-2
2.320E1; -1.137E0; -1.745E-1; -4.648E0; 1.855E-1
2.324E1; -1.273E0; -1.748E-1; -4.060E0; -9.331E-3
2.327E1; -1.383E0; -1.721E-1; -3.324E0; 8.150E-2
2.330E1; -1.484E0; -1.739E-1; -3.017E0; -5.403E-2
2.334E1; -1.572E0; -1.718E-1; -2.635E0; 6.118E-2
2.337E1; -1.632E0; -1.710E-1; -1.799E0; 2.404E-2
2.340E1; -1.675E0; -1.745E-1; -1.309E0; -1.054E-1
2.344E1; -1.694E0; -1.706E-1; -5.545E-1; 1.182E-1
2.347E1; -1.694E0; -1.734E-1; 9.303E-3; -8.470E-2
2.350E1; -1.670E0; -1.744E-1; 7.122E-1; -3.121E-2
2.354E1; -1.627E0; -1.730E-1; 1.287E0; 4.456E-2
2.357E1; -1.574E0; -1.730E-1; 1.587E0; -6.296E-4
2.360E1; -1.492E0; -1.560E-1; 2.450E0; 5.107E-1
2.364E1; -1.395E0; -1.702E-1; 2.929E0; -4.266E-1
2.367E1; -1.261E0; -1.692E-1; 4.029E0; 2.972E-2
2.370E1; -1.140E0; -1.636E-1; 3.624E0; 1.691E-1
2.374E1; -9.886E-1; -1.634E-1; 4.535E0; 3.148E-3
2.377E1; -8.244E-1; -1.634E-1; 4.926E0; 2.024E-4
2.380E1; -6.680E-1; -1.531E-1; 4.693E0; 3.089E-1
2.384E1; -5.043E-1; -1.625E-1; 4.911E0; -2.820E-1
2.387E1; -3.330E-1; -1.734E-1; 5.137E0; -3.251E-1
2.390E1; -1.786E-1; -1.756E-1; 4.633E0; -6.662E-2
2.394E1; -1.792E-2; -1.590E-1; 4.821E0; 4.975E-1
2.397E1; 1.516E-1; -1.563E-1; 5.087E0; 8.245E-2
2.400E1; 3.106E-1; -1.471E-1; 4.769E0; 2.746E-1
2.404E1; 4.805E-1; -1.437E-1; 5.097E0; 1.032E-1
2.407E1; 6.330E-1; -1.450E-1; 4.576E0; -4.083E-2
2.410E1; 7.843E-1; -1.508E-1; 4.538E0; -1.742E-1
2.414E1; 9.229E-1; -1.524E-1; 4.160E0; -4.670E-2
2.417E1; 1.063E0; -1.465E-1; 4.204E0; 1.762E-1
2.420E1; 1.177E0; -1.308E-1; 3.430E0; 4.705E-1
2.424E1; 1.270E0; -1.355E-1; 2.766E0; -1.406E-1
2.427E1; 1.352E0; -1.349E-1; 2.483E0; 1.947E-2
2.430E1; 1.415E0; -1.251E-1; 1.887E0; 2.936E-1
2.434E1; 1.449E0; -1.251E-1; 1.009E0; -6.296E-4
2.437E1; 1.454E0; -1.334E-1; 1.458E-1; -2.469E-1
2.440E1; 1.441E0; -1.278E-1; -3.760E-1; 1.574E-1
2.444E1; 1.400E0; -1.274E-1; -1.222E0; 1.349E-2
2.447E1; 1.342E0; -1.225E-1; -1.730E0; 1.462E-1
2.450E1; 1.256E0; -1.224E-1; -2.595E0; 4.317E-3
2.454E1; 1.161E0; -1.301E-1; -2.834E0; -2.312E-1
2.457E1; 1.051E0; -1.395E-1; -3.301E0; -2.812E-1
2.460E1; 9.242E-1; -1.451E-1; -3.810E0; -1.689E-1
2.464E1; 7.862E-1; -1.437E-1; -4.141E0; 4.153E-2
2.467E1; 6.403E-1; -1.377E-1; -4.376E0; 1.813E-1
2.470E1; 4.873E-1; -1.460E-1; -4.589E0; -2.506E-1
2.474E1; 3.278E-1; -1.411E-1; -4.786E0; 1.477E-1
2.477E1; 1.778E-1; -1.421E-1; -4.499E0; -3.074E-2
2.480E1; 2.804E-2; -1.523E-1; -4.493E0; -3.061E-1
2.484E1; -1.151E-1; -1.608E-1; -4.294E0; -2.545E-1
2.487E1; -2.693E-1; -1.533E-1; -4.626E0; 2.239E-1
2.490E1; -4.200E-1; -1.533E-1; -4.521E0; 1.889E-3
2.494E1; -5.741E-1; -1.381E-1; -4.623E0; 4.559E-1
2.497E1; -7.107E-1; -1.410E-1; -4.098E0; -8.726E-2
2.500E1; -8.494E-1; -1.577E-1; -4.161E0; -5.006E-1
2.504E1; -9.910E-1; -1.536E-1; -4.249E0; 1.223E-1
2.507E1; -1.118E0; -1.561E-1; -3.811E0; -7.530E-2
2.510E1; -1.233E0; -1.476E-1; -3.457E0; 2.563E-1
2.514E1; -1.336E0; -1.546E-1; -3.089E0; -2.118E-1
2.517E1; -1.413E0; -1.603E-1; -2.288E0; -1.697E-1
2.520E1; -1.465E0; -1.432E-1; -1.578E0; 5.116E-1
2.524E1; -1.502E0; -1.531E-1; -1.109E0; -2.974E-1
2.527E1; -1.506E0; -1.504E-1; -1.190E-1; 8.256E-2
2.530E1; -1.492E0; -1.587E-1; 4.341E-1; -2.497E-1
2.534E1; -1.446E0; -1.560E-1; 1.358E0; 8.027E-2
2.537E1; -1.391E0; -1.633E-1; 1.654E0; -2.173E-1
2.540E1; -1.311E0; -1.472E-1; 2.395E0; 4.815E-1
2.544E1; -1.218E0; -1.485E-1; 2.812E0; -3.768E-2
2.547E1; -1.101E0; -1.417E-1; 3.492E0; 2.033E-1
2.550E1; -9.723E-1; -1.487E-1; 3.866E0; -2.105E-1
2.554E1; -8.419E-1; -1.503E-1; 3.914E0; -4.681E-2
2.557E1; -7.022E-1; -1.380E-1; 4.191E0; 3.689E-1
2.560E1; -5.589E-1; -1.407E-1; 4.298E0; -8.000E-2
2.564E1; -4.113E-1; -1.516E-1; 4.429E0; -3.288E-1
2.567E1; -2.734E-1; -1.514E-1; 4.137E0; 6.948E-3
2.570E1; -1.476E-1; -1.502E-1; 3.775E0; 3.463E-2
2.574E1; -5.712E-3; -1.500E-1; 4.256E0; 7.037E-3
2.577E1; 1.441E-1; -1.407E-1; 4.493E0; 2.781E-1
